Brand_Name_s__s,Equipment_Family_s,Nominal_Speed_of_Rotation_in_Revolutions_per_Minute__rpm__d,Operating_Mode_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model__Bare_Pump__m,Individual_Model_Number__Driver___If_Applicable_m,Individual_Model_Number__Controls___If_Applicable_m,Alternate_Single_Individual_Model_Number_for_Bare_Pump_with_Driver_or_Bare_Pump_with_Driver_and_Controls_m,Pump_Configuration_s,Pump_Energy_Index__PEI__as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Pump_Total_Head_in_Feet_at_Best_Efficiency_Point__BEP__and_Nominal_Speed_as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Volume_per_Unit_Time__Flow_Rate__in_Gallons_per_Minute__gpm__at_Best_Efficiency_Point__BEP__and_Nominal_Speed_d,Full_Impeller_Diameter_in_Inches__in___d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_EM_Pumps___Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Was_the_PEICL_Calculated_or_Tested__s,For_EM_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_25__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_50__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_75__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input__measured_as_the_input_power_to_the_driver_and_controls__at_100__Load_Point__Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_C_and_NC_Pumps___Was_the_PEIVL_Calculated_or_Tested__s,For_C_or_NC_Pumps___Variable_Load_Pump_Energy_Rating__PERVL___Optional__d,Pump_Efficiency_at_Best_Efficiency_Point__BEP__in_percent______Optional__d,For_RSV_and_ST_Pumps__the_Number_of_Stages_Tested_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Armstrong,In-line,3600.0,Constant Load,4300-6x6x10-2P-BP,4300-6x6x10-2P-BP,,,,BP-bare pump,0.99,386.08,1232.04,10.188,144.42,166.98,174.56,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-8x8x10-2P-BP,4302-8x8x10-2P-BP,,,,BP-bare pump,0.99,386.08,1232.04,10.188,144.42,166.98,174.56,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-8x8x10-2P-BP,,,,4302-8x8x10-2P-*hp,EM-pump sold with an electric motor (no controls),0.99,386.08,1232.04,10.188,,,,,144.42,166.98,174.56,C,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-8x8x15-4P-BP,,,,4300-8x8x15-4P-*hp,EM-pump sold with an electric motor (no controls),0.99,229.08,2039.72,15.5,,,,,127.45,150.2,157.35,C,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x1.5x6-4P-BP,,,,4030-3x1.5x6-4P-*hp,EM-pump sold with an electric motor (no controls),0.97,35.56,101.35,6.188,,,,,1.43,1.61,1.68,C,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-5x4x10-2P-BP,4030-5x4x10-2P-BP,,,,BP-bare pump,0.98,383.25,1393.64,10.188,148.68,172.08,180.15,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-8x6x13-4P-BP,4030-8x6x13-4P-BP,,,,BP-bare pump,0.99,146.33,2269.07,13.188,90.28,101.95,105.24,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-8x6x13-4P-BP,,,,4030-8x6x13-4P-*hp,EM-pump sold with an electric motor (no controls),0.99,146.33,2269.07,13.188,,,,,90.28,101.95,105.24,C,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4270-1.25x1x5-2P-BP,,,,4270-1.25x1x5-2P-*hp,EM-pump sold with an electric motor (no controls),0.81,82.06,45.33,5.0,,,,,1.6,1.77,1.84,C,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4270-1.5x1.25x5.5-2P-BP,4270-1.5x1.25x5.5-2P-BP,,,,BP-bare pump,0.92,113.94,46.45,5.5,2.87,3.2,3.31,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x2.5x10-2P-BP,,,,4280-3x2.5x10-2P-*hp,EM-pump sold with an electric motor (no controls),1.0,393.56,587.46,10.188,,,,,74.68,86.71,90.7,C,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-8x6x13-4P-BP,,,,4280-8x6x13-4P-*hp,EM-pump sold with an electric motor (no controls),0.97,146.33,2269.07,13.188,,,,,90.28,101.95,105.24,C,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-8x6x11.5-4P-BP,4280-8x6x11.5-4P-BP,,,,BP-bare pump,0.98,105.27,2055.82,11.5,59.93,67.3,70.09,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-3x1.5x13-4P-BP,4280-3x1.5x13-4P-BP,,,,BP-bare pump,0.97,176.54,186.51,13.188,15.8,18.18,18.88,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-4x3x13-4P-BP,4280-4x3x13-4P-BP,,,,BP-bare pump,0.97,172.71,592.09,13.188,32.4,38.37,40.42,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-4x3x13L-4P-BP,4280-4x3x13L-4P-BP,,,,BP-bare pump,0.99,154.0,590.06,13.188,29.36,34.05,35.46,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-6x5x13H-4P-BP,4280-6x5x13H-4P-BP,,,,BP-bare pump,0.97,149.63,1663.39,13.188,69.6,78.57,81.18,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-2x2x6-2P-BP,4312-2x2x6-2P-BP,,,,BP-bare pump,0.96,149.22,172.69,6.18,9.96,11.23,11.8,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4392-2x2x6-2P-BP,4392-2x2x6-2P-BP,,,,BP-bare pump,0.96,149.22,172.69,6.18,9.96,11.23,11.8,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-2x2x6-4P-BP,4312-2x2x6-4P-BP,,,,BP-bare pump,0.99,37.39,88.69,6.18,1.35,1.54,1.63,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-2x2x6-4P-BP,4392-2x2x6-4P-BP,,,,BP-bare pump,0.99,37.39,88.69,6.18,1.35,1.54,1.63,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-3x3x6-4P-BP,4312-3x3x6-4P-BP,,,,BP-bare pump,0.95,28.99,187.86,6.18,1.88,2.08,2.16,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-4x4x6-2P-BP,4312-4x4x6-2P-BP,,,,BP-bare pump,0.98,125.88,608.56,6.188,23.98,27.72,29.01,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-2x2x8-2P-BP,4312-2x2x8-2P-BP,,,,BP-bare pump,0.92,254.92,278.15,8.188,25.14,29.41,30.82,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4392-2x2x8-2P-BP,4392-2x2x8-2P-BP,,,,BP-bare pump,0.92,254.92,278.15,8.188,25.14,29.41,30.82,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-2x2x8-4P-BP,4312-2x2x8-4P-BP,,,,BP-bare pump,0.96,65.09,143.66,8.188,3.54,4.15,4.34,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-3x3x8-2P-BP,4312-3x3x8-2P-BP,,,,BP-bare pump,0.93,236.32,565.14,8.188,40.93,47.18,49.32,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-3x3x8-4P-BP,4392-3x3x8-4P-BP,,,,BP-bare pump,0.94,62.72,305.44,8.188,5.95,6.92,7.22,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-4x4x8-2P-BP,4312-4x4x8-2P-BP,,,,BP-bare pump,0.97,227.99,1142.57,8.188,79.1,89.1,93.57,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-4x4x8-4P-BP,4312-4x4x8-4P-BP,,,,BP-bare pump,0.98,58.15,546.59,8.188,9.72,11.07,11.54,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-6x6x8-4P-BP,4312-6x6x8-4P-BP,,,,BP-bare pump,0.96,49.91,1035.6,8.188,15.68,16.89,17.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 43** 1205-003.0,,,,DE 43** 1205-***.*,C-pump sold with a motor & continuous controls,0.43,83.07,76.47,4.96,,,,,,,,,,0.36,0.75,1.57,2.87,T,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 43** 1505-005.0,,,,DE 43** 1505-***.*,C-pump sold with a motor & continuous controls,0.45,86.2,130.0,4.96,,,,,,,,,,0.51,1.14,2.49,4.87,T,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,DE 42*** 1505-007.5,,,,DE 42*** 1505-***.*,C-pump sold with a motor & continuous controls,0.44,86.5,190.0,4.974,,,,,,,,,,0.63,1.47,3.35,6.03,T,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,DE 42*** 0205-007.5,,,,DE 42*** 0205-***.*,C-pump sold with a motor & continuous controls,0.43,86.9,260.0,4.942,,,,,,,,,,0.78,1.85,4.25,8.1,T,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 43** 0205*-007.5,,,,DE 43** 0205*-***.*,C-pump sold with a motor & continuous controls,0.43,87.4,182.0,4.974,,,,,,,,,,0.64,1.43,3.11,6.11,T,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-8x8x13-4P-PD,,,,4302-8x8x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,145.88,1194.36,13.188,,,,,,,,,,4.7,13.15,30.55,60.63,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-8x8x11.5-4P-PD,,,,4302-8x8x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-8x8x10-4P-PD,,,,4382-8x8x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,94.15,673.19,10.188,,,,,,,,,,1.81,5.06,11.64,22.72,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-8x8x10-4P-PD,,,,4302-8x8x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,94.15,673.19,10.188,,,,,,,,,,1.81,5.06,11.64,22.72,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-8x8x10-2P-PD,,,,4382-8x8x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,386.08,1232.04,10.188,,,,,,,,,,14.11,38.93,90.09,178.9,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-6x6x10-4P-PD,,,,4382-6x6x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,95.04,348.28,10.188,,,,,,,,,,1.2,3.11,7.06,13.86,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4302-6x6x10-2P-PD,,,,4302-6x6x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,389.45,677.25,10.188,,,,,,,,,,8.93,23.95,54.89,108.43,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-6x6x10-2P-PD,,,,4382-6x6x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,389.45,677.25,10.188,,,,,,,,,,8.93,23.95,54.89,108.43,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-4x4x10-4P-PD,,,,4302-4x4x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,106.36,264.47,10.188,,,,,,,,,,0.9,2.58,6.0,11.81,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4302-4x4x10-2P-PD,,,,4302-4x4x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,405.33,528.77,10.188,,,,,,,,,,7.76,20.77,47.51,93.57,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-3x3x10-4P-PD,,,,4302-3x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,97.01,133.32,10.188,,,,,,,,,,0.56,1.51,3.45,6.83,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-3x3x10-4P-PD,,,,4382-3x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,97.01,133.32,10.188,,,,,,,,,,0.56,1.51,3.45,6.83,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-3x3x10-2P-PD,,,,4382-3x3x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,393.31,257.01,10.188,,,,,,,,,,5.1,12.33,27.31,53.53,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-8x8x8-4P-PD,,,,4302-8x8x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,49.91,1035.6,8.188,,,,,,,,,,1.35,3.93,9.17,18.03,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-8x8x8-4P-PD,,,,4382-8x8x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,49.91,1035.6,8.188,,,,,,,,,,1.35,3.93,9.17,18.03,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-6x6x8-4P-PD,,,,4302-6x6x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,58.15,546.59,8.188,,,,,,,,,,0.91,2.61,6.08,11.95,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-6x6x8-2P-PD,,,,4382-6x6x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,227.99,1142.57,8.188,,,,,,,,,,7.99,21.52,49.28,97.05,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4302-4x4x8-4P-PD,,,,4302-4x4x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4302-4x4x8-2P-PD,,,,4302-4x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-4x4x8-2P-PD,,,,4382-4x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-3x3x8-4P-PD,,,,4382-3x3x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,65.09,143.66,8.188,,,,,,,,,,0.58,1.17,2.38,4.48,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4302-3x3x8-2P-PD,,,,4302-3x3x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,254.92,278.15,8.188,,,,,,,,,,2.71,7.26,16.5,32.06,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-6x6x6-4P-PD,,,,4382-6x6x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.54,31.51,304.32,6.18,,,,,,,,,,0.54,1.04,2.08,3.89,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4302-6x6x6-2P-PD,,,,4302-6x6x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,125.88,608.56,6.18,,,,,,,,,,2.51,6.86,15.58,29.93,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4382-6x6x6-2P-PD,,,,4382-6x6x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,125.88,608.56,6.18,,,,,,,,,,2.51,6.86,15.58,29.93,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4382-4x4x6-4P-PD,,,,4382-4x4x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,28.99,187.86,6.18,,,,,,,,,,0.32,0.61,1.2,2.24,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4312-5x5x13-4P-PD,,,,4312-5x5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,153.13,920.53,13.188,,,,,,,,,,3.79,10.86,25.22,49.39,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4392-5x5x13-4P-PD,,,,4392-5x5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,153.13,920.53,13.188,,,,,,,,,,3.79,10.86,25.22,49.39,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4392-4x4x13-4P-PD,,,,4392-4x4x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,172.68,592.05,13.188,,,,,,,,,,3.31,8.73,19.95,39.58,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4312-3x3x10-4P-PD,,,,4312-3x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,106.36,264.47,10.188,,,,,,,,,,0.9,2.58,6.0,11.81,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4312-3x3x10-2P-PD,,,,4312-3x3x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,405.33,528.77,10.188,,,,,,,,,,7.76,20.77,47.51,93.57,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4392-2x2x10-4P-PD,,,,4392-2x2x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,97.52,133.72,10.188,,,,,,,,,,0.53,1.51,3.49,6.79,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4312-2x2x10-2P-PD,,,,4312-2x2x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,393.31,257.01,10.188,,,,,,,,,,4.38,11.58,26.41,52.02,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4392-2x2x10-2P-PD,,,,4392-2x2x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,393.31,257.01,10.188,,,,,,,,,,4.38,11.58,26.41,52.02,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4312-6x6x8-4P-PD,,,,4312-6x6x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,49.91,1035.6,8.188,,,,,,,,,,1.35,3.93,9.17,18.03,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4392-4x4x8-2P-PD,,,,4392-4x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,227.99,1142.57,8.188,,,,,,,,,,7.99,21.52,49.28,97.05,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4312-3x3x8-4P-PD,,,,4312-3x3x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4392-3x3x8-2P-PD,,,,4392-3x3x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4312-2x2x8-4P-PD,,,,4312-2x2x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,65.09,143.66,8.188,,,,,,,,,,0.58,1.17,2.38,4.48,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4312-2x2x8-2P-PD,,,,4312-2x2x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,254.92,278.15,8.188,,,,,,,,,,2.71,7.26,16.5,32.06,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4392-2x2x8-2P-PD,,,,4392-2x2x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,254.92,278.15,8.188,,,,,,,,,,2.71,7.26,16.5,32.06,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4392-2x2x6-4P-PD,,,,4392-2x2x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.56,37.39,88.69,6.18,,,,,,,,,,0.27,0.49,0.95,1.74,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4312-2x2x6-2P-PD,,,,4312-2x2x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,149.22,172.69,6.18,,,,,,,,,,0.99,2.77,6.37,12.4,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4392-2x2x6-2P-PD,,,,4392-2x2x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,149.22,172.69,6.18,,,,,,,,,,0.99,2.77,6.37,12.4,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-8x6x13-4P-PD,,,,4030-8x6x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,146.33,2269.07,13.188,,,,,,,,,,8.47,23.52,54.61,108.7,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-6x5x13H-4P-PD,,,,4030-6x5x13H-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,149.63,1663.39,13.188,,,,,,,,,,6.57,18.17,42.12,83.85,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-6x5x13H-4P-PD,,,,4280-6x5x13H-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,149.63,1663.39,13.188,,,,,,,,,,6.57,18.17,42.12,83.85,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-6x5x13-4P-PD,,,,4030-6x5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,142.29,1372.55,13.188,,,,,,,,,,5.33,14.71,34.04,67.6,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-6x4x13-4P-PD,,,,4280-6x4x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,152.92,934.43,13.188,,,,,,,,,,3.8,10.87,25.23,49.42,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-4x3x13L-4P-PD,,,,4280-4x3x13L-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,154.0,590.06,13.188,,,,,,,,,,2.83,7.98,18.44,36.11,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-4x3x13-4P-PD,,,,4280-4x3x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,172.71,592.09,13.188,,,,,,,,,,3.18,8.94,20.69,40.71,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x1.5x13-4P-PD,,,,4280-3x1.5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,176.54,186.51,13.188,,,,,,,,,,1.44,4.22,9.86,19.34,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-8x6x11.5-4P-PD,,,,4280-8x6x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,105.27,2055.82,11.5,,,,,,,,,,5.62,15.62,36.24,71.94,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-5x4x11.5-4P-PD,,,,4280-5x4x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,115.45,684.61,11.5,,,,,,,,,,2.3,6.45,14.87,28.95,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-4x3x11.5-4P-PD,,,,4280-4x3x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,131.26,437.51,11.5,,,,,,,,,,1.74,4.84,11.14,21.75,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-8x6x10-4P-PD,,,,4280-8x6x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,82.72,1704.27,10.188,,,,,,,,,,3.66,10.45,24.25,47.55,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-6x5x10-4P-PD,,,,4030-6x5x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,84.94,1015.36,10.188,,,,,,,,,,2.32,6.52,15.03,29.27,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-5x4x10-4P-PD,,,,4030-5x4x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,93.35,726.6,10.188,,,,,,,,,,1.86,5.21,12.0,23.4,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-5x4x10-4P-PD,,,,4280-5x4x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,93.35,726.6,10.188,,,,,,,,,,1.86,5.21,12.0,23.4,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-5x4x10-2P-PD,,,,4030-5x4x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,383.25,1393.64,10.188,,,,,,,,,,14.47,40.05,92.77,184.19,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-4x3x10-4P-PD,,,,4030-4x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,89.34,464.61,10.188,,,,,,,,,,1.19,3.5,8.14,15.86,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-4x3x10-4P-PD,,,,4280-4x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,89.34,464.61,10.188,,,,,,,,,,1.19,3.5,8.14,15.86,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-4x3x10-2P-PD,,,,4280-4x3x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,377.87,764.33,10.188,,,,,,,,,,9.09,24.45,56.06,110.75,C,,,,No,No
